word,translation,category,level,pos,headword,sublist,frequency,source,topic,scene
crack,,reading_society,6,noun,,,65,IELTS_Reading,,
craft,,reading_society,6,noun,,,65,IELTS_Reading,,
credential,,reading_society,6,noun,,,65,IELTS_Reading,,
crude,,reading_society,6,noun,,,65,IELTS_Reading,,
crush,,reading_society,6,noun,,,65,IELTS_Reading,,
cue,,reading_society,6,noun,,,65,IELTS_Reading,,
cultivate,,reading_society,6,noun,,,65,IELTS_Reading,,
curiosity,,reading_society,6,noun,,,65,IELTS_Reading,,
curse,,reading_society,6,noun,,,65,IELTS_Reading,,
cynical,,reading_society,6,noun,,,65,IELTS_Reading,,
daily,,reading_society,6,noun,,,65,IELTS_Reading,,
damage,,reading_society,6,noun,,,65,IELTS_Reading,,
dawn,,reading_society,6,noun,,,65,IELTS_Reading,,
deal,,reading_society,6,noun,,,65,IELTS_Reading,,
dear,,reading_society,6,noun,,,65,IELTS_Reading,,
deceit,,reading_society,6,noun,,,65,IELTS_Reading,,
deceive,,reading_society,6,noun,,,65,IELTS_Reading,,
decent,,reading_society,6,noun,,,65,IELTS_Reading,,
decide,,reading_society,6,noun,,,65,IELTS_Reading,,
decision,,reading_society,6,noun,,,65,IELTS_Reading,,
decisive,,reading_society,6,noun,,,65,IELTS_Reading,,
declare,,reading_society,6,noun,,,65,IELTS_Reading,,
decrease,,reading_society,6,noun,,,65,IELTS_Reading,,
dedicate,,reading_society,6,noun,,,65,IELTS_Reading,,
deem,,reading_society,6,noun,,,65,IELTS_Reading,,
default,,reading_society,6,noun,,,65,IELTS_Reading,,
defeat,,reading_society,6,noun,,,65,IELTS_Reading,,
defect,,reading_society,6,noun,,,65,IELTS_Reading,,
defend,,reading_society,6,noun,,,65,IELTS_Reading,,
defendant,,reading_society,6,noun,,,65,IELTS_Reading,,
defense,,reading_society,6,noun,,,65,IELTS_Reading,,
defer,,reading_society,6,noun,,,65,IELTS_Reading,,
delegate,,reading_society,6,noun,,,65,IELTS_Reading,,
delete,,reading_society,6,noun,,,65,IELTS_Reading,,
deliberate,,reading_society,6,noun,,,65,IELTS_Reading,,
delicate,,reading_society,6,noun,,,65,IELTS_Reading,,
delight,,reading_society,6,noun,,,65,IELTS_Reading,,
deliver,,reading_society,6,noun,,,65,IELTS_Reading,,
demand,,reading_society,6,noun,,,65,IELTS_Reading,,
democratic,,reading_society,6,noun,,,65,IELTS_Reading,,
denial,,reading_society,6,noun,,,65,IELTS_Reading,,
depend,,reading_society,6,noun,,,65,IELTS_Reading,,
dependent,,reading_society,6,noun,,,65,IELTS_Reading,,
depict,,reading_society,6,noun,,,65,IELTS_Reading,,
deplete,,reading_society,6,noun,,,65,IELTS_Reading,,
deprive,,reading_society,6,noun,,,65,IELTS_Reading,,
deputy,,reading_society,6,noun,,,65,IELTS_Reading,,
descend,,reading_society,6,noun,,,65,IELTS_Reading,,
describe,,reading_society,6,noun,,,65,IELTS_Reading,,
description,,reading_society,6,noun,,,65,IELTS_Reading,,
desert,,reading_society,6,noun,,,65,IELTS_Reading,,
deserve,,reading_society,6,noun,,,65,IELTS_Reading,,
designate,,reading_society,6,noun,,,65,IELTS_Reading,,
desirable,,reading_society,6,noun,,,65,IELTS_Reading,,
desire,,reading_society,6,noun,,,65,IELTS_Reading,,
desperate,,reading_society,6,noun,,,65,IELTS_Reading,,
destroy,,reading_society,6,noun,,,65,IELTS_Reading,,
detach,,reading_society,6,noun,,,65,IELTS_Reading,,
detail,,reading_society,6,noun,,,65,IELTS_Reading,,
determine,,reading_society,6,noun,,,65,IELTS_Reading,,
develop,,reading_society,6,noun,,,65,IELTS_Reading,,
devote,,reading_society,6,noun,,,65,IELTS_Reading,,
diagnose,,reading_society,6,noun,,,65,IELTS_Reading,,
diagram,,reading_society,6,noun,,,65,IELTS_Reading,,
dialect,,reading_society,6,noun,,,65,IELTS_Reading,,
dictate,,reading_society,6,noun,,,65,IELTS_Reading,,
differ,,reading_society,6,noun,,,65,IELTS_Reading,,
difference,,reading_society,6,noun,,,65,IELTS_Reading,,
different,,reading_society,6,noun,,,65,IELTS_Reading,,
difficult,,reading_society,6,noun,,,65,IELTS_Reading,,
difficulty,,reading_society,6,noun,,,65,IELTS_Reading,,
dignity,,reading_society,6,noun,,,65,IELTS_Reading,,
dilemma,,reading_society,6,noun,,,65,IELTS_Reading,,
dimension,,reading_society,6,noun,,,65,IELTS_Reading,,
diplomatic,,reading_society,6,noun,,,65,IELTS_Reading,,
direct,,reading_society,6,noun,,,65,IELTS_Reading,,
direction,,reading_society,6,noun,,,65,IELTS_Reading,,
directly,,reading_society,6,noun,,,65,IELTS_Reading,,
disappear,,reading_society,6,noun,,,65,IELTS_Reading,,
disappoint,,reading_society,6,noun,,,65,IELTS_Reading,,
discard,,reading_society,6,noun,,,65,IELTS_Reading,,
discern,,reading_society,6,noun,,,65,IELTS_Reading,,
disclose,,reading_society,6,noun,,,65,IELTS_Reading,,
discourage,,reading_society,6,noun,,,65,IELTS_Reading,,
discourse,,reading_society,6,noun,,,65,IELTS_Reading,,
discover,,reading_society,6,noun,,,65,IELTS_Reading,,
discreet,,reading_society,6,noun,,,65,IELTS_Reading,,
discrepancy,,reading_society,6,noun,,,65,IELTS_Reading,,
discuss,,reading_society,6,noun,,,65,IELTS_Reading,,
disgrace,,reading_society,6,noun,,,65,IELTS_Reading,,
disguise,,reading_society,6,noun,,,65,IELTS_Reading,,
disgust,,reading_society,6,noun,,,65,IELTS_Reading,,
disparity,,reading_society,6,noun,,,65,IELTS_Reading,,
dispatch,,reading_society,6,noun,,,65,IELTS_Reading,,
dispute,,reading_society,6,noun,,,65,IELTS_Reading,,
disrupt,,reading_society,6,noun,,,65,IELTS_Reading,,
distance,,reading_society,6,noun,,,65,IELTS_Reading,,
distant,,reading_society,6,noun,,,65,IELTS_Reading,,
distinguish,,reading_society,6,noun,,,65,IELTS_Reading,,
distract,,reading_society,6,noun,,,65,IELTS_Reading,,
distress,,reading_society,6,noun,,,65,IELTS_Reading,,
district,,reading_society,6,noun,,,65,IELTS_Reading,,
disturb,,reading_society,6,noun,,,65,IELTS_Reading,,
divert,,reading_society,6,noun,,,65,IELTS_Reading,,
divide,,reading_society,6,noun,,,65,IELTS_Reading,,
divine,,reading_society,6,noun,,,65,IELTS_Reading,,
divorce,,reading_society,6,noun,,,65,IELTS_Reading,,
doctrine,,reading_society,6,noun,,,65,IELTS_Reading,,
donate,,reading_society,6,noun,,,65,IELTS_Reading,,
doom,,reading_society,6,noun,,,65,IELTS_Reading,,
drag,,reading_society,6,noun,,,65,IELTS_Reading,,
drain,,reading_society,6,noun,,,65,IELTS_Reading,,
dramatic,,reading_society,6,noun,,,65,IELTS_Reading,,
drastic,,reading_society,6,noun,,,65,IELTS_Reading,,
draw,,reading_society,6,noun,,,65,IELTS_Reading,,
drawback,,reading_society,6,noun,,,65,IELTS_Reading,,
drift,,reading_society,6,noun,,,65,IELTS_Reading,,
drown,,reading_society,6,noun,,,65,IELTS_Reading,,
dual,,reading_society,6,noun,,,65,IELTS_Reading,,
dub,,reading_society,6,noun,,,65,IELTS_Reading,,
due,,reading_society,6,noun,,,65,IELTS_Reading,,
dull,,reading_society,6,noun,,,65,IELTS_Reading,,
dumb,,reading_society,6,noun,,,65,IELTS_Reading,,
dump,,reading_society,6,noun,,,65,IELTS_Reading,,
during,,reading_society,6,noun,,,65,IELTS_Reading,,
dusk,,reading_society,6,noun,,,65,IELTS_Reading,,
duty,,reading_society,6,noun,,,65,IELTS_Reading,,
dwell,,reading_society,6,noun,,,65,IELTS_Reading,,
eager,,reading_society,6,noun,,,65,IELTS_Reading,,
earnest,,reading_society,6,noun,,,65,IELTS_Reading,,
ease,,reading_society,6,noun,,,65,IELTS_Reading,,
echo,,reading_society,6,noun,,,65,IELTS_Reading,,
eclipse,,reading_society,6,noun,,,65,IELTS_Reading,,
ecstasy,,reading_society,6,noun,,,65,IELTS_Reading,,
edge,,reading_society,6,noun,,,65,IELTS_Reading,,
educate,,reading_society,6,noun,,,65,IELTS_Reading,,
effect,,reading_society,6,noun,,,65,IELTS_Reading,,
effective,,reading_society,6,noun,,,65,IELTS_Reading,,
efficient,,reading_society,6,noun,,,65,IELTS_Reading,,
effort,,reading_society,6,noun,,,65,IELTS_Reading,,
ego,,reading_society,6,noun,,,65,IELTS_Reading,,
eject,,reading_society,6,noun,,,65,IELTS_Reading,,
elaborate,,reading_society,6,noun,,,65,IELTS_Reading,,
elapse,,reading_society,6,noun,,,65,IELTS_Reading,,
elastic,,reading_society,6,noun,,,65,IELTS_Reading,,
elbow,,reading_society,6,noun,,,65,IELTS_Reading,,
elder,,reading_society,6,noun,,,65,IELTS_Reading,,
elect,,reading_society,6,noun,,,65,IELTS_Reading,,
election,,reading_society,6,noun,,,65,IELTS_Reading,,
elegant,,reading_society,6,noun,,,65,IELTS_Reading,,
elementary,,reading_society,6,noun,,,65,IELTS_Reading,,
elevate,,reading_society,6,noun,,,65,IELTS_Reading,,
eligible,,reading_society,6,noun,,,65,IELTS_Reading,,
elite,,reading_society,6,noun,,,65,IELTS_Reading,,
eloquent,,reading_society,6,noun,,,65,IELTS_Reading,,
embark,,reading_society,6,noun,,,65,IELTS_Reading,,
embarrass,,reading_society,6,noun,,,65,IELTS_Reading,,
embassy,,reading_society,6,noun,,,65,IELTS_Reading,,
embed,,reading_society,6,noun,,,65,IELTS_Reading,,
embody,,reading_society,6,noun,,,65,IELTS_Reading,,
embrace,,reading_society,6,noun,,,65,IELTS_Reading,,
emigrate,,reading_society,6,noun,,,65,IELTS_Reading,,
eminent,,reading_society,6,noun,,,65,IELTS_Reading,,
empire,,reading_society,6,noun,,,65,IELTS_Reading,,
empty,,reading_society,6,noun,,,65,IELTS_Reading,,
enclose,,reading_society,6,noun,,,65,IELTS_Reading,,
encompass,,reading_society,6,noun,,,65,IELTS_Reading,,
encourage,,reading_society,6,noun,,,65,IELTS_Reading,,
endanger,,reading_society,6,noun,,,65,IELTS_Reading,,
endeavor,,reading_society,6,noun,,,65,IELTS_Reading,,
endure,,reading_society,6,noun,,,65,IELTS_Reading,,
enemy,,reading_society,6,noun,,,65,IELTS_Reading,,
engage,,reading_society,6,noun,,,65,IELTS_Reading,,
engine,,reading_society,6,noun,,,65,IELTS_Reading,,
enjoy,,reading_society,6,noun,,,65,IELTS_Reading,,
enlarge,,reading_society,6,noun,,,65,IELTS_Reading,,
enlighten,,reading_society,6,noun,,,65,IELTS_Reading,,
enough,,reading_society,6,noun,,,65,IELTS_Reading,,
enrich,,reading_society,6,noun,,,65,IELTS_Reading,,
enter,,reading_society,6,noun,,,65,IELTS_Reading,,
enterprise,,reading_society,6,noun,,,65,IELTS_Reading,,
entertain,,reading_society,6,noun,,,65,IELTS_Reading,,
enthusiasm,,reading_society,6,noun,,,65,IELTS_Reading,,
entire,,reading_society,6,noun,,,65,IELTS_Reading,,
entitle,,reading_society,6,noun,,,65,IELTS_Reading,,
entrance,,reading_society,6,noun,,,65,IELTS_Reading,,
entrepreneur,,reading_society,6,noun,,,65,IELTS_Reading,,
entry,,reading_society,6,noun,,,65,IELTS_Reading,,
envelope,,reading_society,6,noun,,,65,IELTS_Reading,,
envisage,,reading_society,6,noun,,,65,IELTS_Reading,,
episode,,reading_society,6,noun,,,65,IELTS_Reading,,
epoch,,reading_society,6,noun,,,65,IELTS_Reading,,
equal,,reading_society,6,noun,,,65,IELTS_Reading,,
equator,,reading_society,6,noun,,,65,IELTS_Reading,,
equipment,,reading_society,6,noun,,,65,IELTS_Reading,,
equity,,reading_society,6,noun,,,65,IELTS_Reading,,
era,,reading_society,6,noun,,,65,IELTS_Reading,,
erase,,reading_society,6,noun,,,65,IELTS_Reading,,
erect,,reading_society,6,noun,,,65,IELTS_Reading,,
err,,reading_society,6,noun,,,65,IELTS_Reading,,
erupt,,reading_society,6,noun,,,65,IELTS_Reading,,
escalate,,reading_society,6,noun,,,65,IELTS_Reading,,
escape,,reading_society,6,noun,,,65,IELTS_Reading,,
escort,,reading_society,6,noun,,,65,IELTS_Reading,,
especially,,reading_society,6,noun,,,65,IELTS_Reading,,
essence,,reading_society,6,noun,,,65,IELTS_Reading,,
essential,,reading_society,6,noun,,,65,IELTS_Reading,,
eternal,,reading_society,6,noun,,,65,IELTS_Reading,,
ethical,,reading_society,6,noun,,,65,IELTS_Reading,,
evacuate,,reading_society,6,noun,,,65,IELTS_Reading,,
eve,,reading_society,6,noun,,,65,IELTS_Reading,,
even,,reading_society,6,noun,,,65,IELTS_Reading,,
event,,reading_society,6,noun,,,65,IELTS_Reading,,
eventually,,reading_society,6,noun,,,65,IELTS_Reading,,
ever,,reading_society,6,noun,,,65,IELTS_Reading,,
evil,,reading_society,6,noun,,,65,IELTS_Reading,,
evoke,,reading_society,6,noun,,,65,IELTS_Reading,,
exact,,reading_society,6,noun,,,65,IELTS_Reading,,
exaggerate,,reading_society,6,noun,,,65,IELTS_Reading,,
examine,,reading_society,6,noun,,,65,IELTS_Reading,,
example,,reading_society,6,noun,,,65,IELTS_Reading,,
excellent,,reading_society,6,noun,,,65,IELTS_Reading,,
except,,reading_society,6,noun,,,65,IELTS_Reading,,
exception,,reading_society,6,noun,,,65,IELTS_Reading,,
excess,,reading_society,6,noun,,,65,IELTS_Reading,,
excite,,reading_society,6,noun,,,65,IELTS_Reading,,
exclaim,,reading_society,6,noun,,,65,IELTS_Reading,,
excuse,,reading_society,6,noun,,,65,IELTS_Reading,,
execute,,reading_society,6,noun,,,65,IELTS_Reading,,
exempt,,reading_society,6,noun,,,65,IELTS_Reading,,
exhaust,,reading_society,6,noun,,,65,IELTS_Reading,,
exile,,reading_society,6,noun,,,65,IELTS_Reading,,
exist,,reading_society,6,noun,,,65,IELTS_Reading,,
exit,,reading_society,6,noun,,,65,IELTS_Reading,,
expect,,reading_society,6,noun,,,65,IELTS_Reading,,
expedition,,reading_society,6,noun,,,65,IELTS_Reading,,
expel,,reading_society,6,noun,,,65,IELTS_Reading,,
expend,,reading_society,6,noun,,,65,IELTS_Reading,,
expense,,reading_society,6,noun,,,65,IELTS_Reading,,
expensive,,reading_society,6,noun,,,65,IELTS_Reading,,
expertise,,reading_society,6,noun,,,65,IELTS_Reading,,
expire,,reading_society,6,noun,,,65,IELTS_Reading,,
explain,,reading_society,6,noun,,,65,IELTS_Reading,,
explode,,reading_society,6,noun,,,65,IELTS_Reading,,
explore,,reading_society,6,noun,,,65,IELTS_Reading,,
explosion,,reading_society,6,noun,,,65,IELTS_Reading,,
express,,reading_society,6,noun,,,65,IELTS_Reading,,
extend,,reading_society,6,noun,,,65,IELTS_Reading,,
extensive,,reading_society,6,noun,,,65,IELTS_Reading,,
extent,,reading_society,6,noun,,,65,IELTS_Reading,,
external,,reading_society,6,noun,,,65,IELTS_Reading,,
extinguish,,reading_society,6,noun,,,65,IELTS_Reading,,
extra,,reading_society,6,noun,,,65,IELTS_Reading,,
extraordinary,,reading_society,6,noun,,,65,IELTS_Reading,,
extravagant,,reading_society,6,noun,,,65,IELTS_Reading,,
extreme,,reading_society,6,noun,,,65,IELTS_Reading,,
fabric,,reading_society,6,noun,,,65,IELTS_Reading,,
fabulous,,reading_society,6,noun,,,65,IELTS_Reading,,
face,,reading_society,6,noun,,,65,IELTS_Reading,,
fact,,reading_society,6,noun,,,65,IELTS_Reading,,
fade,,reading_society,6,noun,,,65,IELTS_Reading,,
fail,,reading_society,6,noun,,,65,IELTS_Reading,,
failure,,reading_society,6,noun,,,65,IELTS_Reading,,
fair,,reading_society,6,noun,,,65,IELTS_Reading,,
faith,,reading_society,6,noun,,,65,IELTS_Reading,,
fake,,reading_society,6,noun,,,65,IELTS_Reading,,
fall,,reading_society,6,noun,,,65,IELTS_Reading,,
false,,reading_society,6,noun,,,65,IELTS_Reading,,
fame,,reading_society,6,noun,,,65,IELTS_Reading,,
familiar,,reading_society,6,noun,,,65,IELTS_Reading,,
fan,,reading_society,6,noun,,,65,IELTS_Reading,,
fancy,,reading_society,6,noun,,,65,IELTS_Reading,,
fantastic,,reading_society,6,noun,,,65,IELTS_Reading,,
fantasy,,reading_society,6,noun,,,65,IELTS_Reading,,
far,,reading_society,6,noun,,,65,IELTS_Reading,,
fare,,reading_society,6,noun,,,65,IELTS_Reading,,
farmer,,reading_society,6,noun,,,65,IELTS_Reading,,
fascinate,,reading_society,6,noun,,,65,IELTS_Reading,,
fashion,,reading_society,6,noun,,,65,IELTS_Reading,,
fast,,reading_society,6,noun,,,65,IELTS_Reading,,
fatal,,reading_society,6,noun,,,65,IELTS_Reading,,
fate,,reading_society,6,noun,,,65,IELTS_Reading,,
father,,reading_society,6,noun,,,65,IELTS_Reading,,
fault,,reading_society,6,noun,,,65,IELTS_Reading,,
favor,,reading_society,6,noun,,,65,IELTS_Reading,,
favorite,,reading_society,6,noun,,,65,IELTS_Reading,,
fear,,reading_society,6,noun,,,65,IELTS_Reading,,
feasible,,reading_society,6,noun,,,65,IELTS_Reading,,
feast,,reading_society,6,noun,,,65,IELTS_Reading,,
feat,,reading_society,6,noun,,,65,IELTS_Reading,,
feeble,,reading_society,6,noun,,,65,IELTS_Reading,,
feed,,reading_society,6,noun,,,65,IELTS_Reading,,
feedback,,reading_society,6,noun,,,65,IELTS_Reading,,
feel,,reading_society,6,noun,,,65,IELTS_Reading,,
fellow,,reading_society,6,noun,,,65,IELTS_Reading,,
female,,reading_society,6,noun,,,65,IELTS_Reading,,
feminine,,reading_society,6,noun,,,65,IELTS_Reading,,
fence,,reading_society,6,noun,,,65,IELTS_Reading,,
festival,,reading_society,6,noun,,,65,IELTS_Reading,,
fetch,,reading_society,6,noun,,,65,IELTS_Reading,,
feud,,reading_society,6,noun,,,65,IELTS_Reading,,
few,,reading_society,6,noun,,,65,IELTS_Reading,,
fiction,,reading_society,6,noun,,,65,IELTS_Reading,,
field,,reading_society,6,noun,,,65,IELTS_Reading,,
fierce,,reading_society,6,noun,,,65,IELTS_Reading,,
fight,,reading_society,6,noun,,,65,IELTS_Reading,,
figure,,reading_society,6,noun,,,65,IELTS_Reading,,
filter,,reading_society,6,noun,,,65,IELTS_Reading,,
find,,reading_society,6,noun,,,65,IELTS_Reading,,
fine,,reading_society,6,noun,,,65,IELTS_Reading,,
finger,,reading_society,6,noun,,,65,IELTS_Reading,,
finish,,reading_society,6,noun,,,65,IELTS_Reading,,
firm,,reading_society,6,noun,,,65,IELTS_Reading,,
first,,reading_society,6,noun,,,65,IELTS_Reading,,
fiscal,,reading_society,6,noun,,,65,IELTS_Reading,,
fish,,reading_society,6,noun,,,65,IELTS_Reading,,
fist,,reading_society,6,noun,,,65,IELTS_Reading,,
fit,,reading_society,6,noun,,,65,IELTS_Reading,,
fix,,reading_society,6,noun,,,65,IELTS_Reading,,
fixture,,reading_society,6,noun,,,65,IELTS_Reading,,
flag,,reading_society,6,noun,,,65,IELTS_Reading,,
flame,,reading_society,6,noun,,,65,IELTS_Reading,,
flap,,reading_society,6,noun,,,65,IELTS_Reading,,
flare,,reading_society,6,noun,,,65,IELTS_Reading,,
flash,,reading_society,6,noun,,,65,IELTS_Reading,,
flatter,,reading_society,6,noun,,,65,IELTS_Reading,,
flaw,,reading_society,6,noun,,,65,IELTS_Reading,,
flee,,reading_society,6,noun,,,65,IELTS_Reading,,
fleet,,reading_society,6,noun,,,65,IELTS_Reading,,
flesh,,reading_society,6,noun,,,65,IELTS_Reading,,
flick,,reading_society,6,noun,,,65,IELTS_Reading,,
fling,,reading_society,6,noun,,,65,IELTS_Reading,,
float,,reading_society,6,noun,,,65,IELTS_Reading,,
flock,,reading_society,6,noun,,,65,IELTS_Reading,,
floor,,reading_society,6,noun,,,65,IELTS_Reading,,
flour,,reading_society,6,noun,,,65,IELTS_Reading,,
flourish,,reading_society,6,noun,,,65,IELTS_Reading,,
flow,,reading_society,6,noun,,,65,IELTS_Reading,,
flower,,reading_society,6,noun,,,65,IELTS_Reading,,
fluent,,reading_society,6,noun,,,65,IELTS_Reading,,
fluid,,reading_society,6,noun,,,65,IELTS_Reading,,
flush,,reading_society,6,noun,,,65,IELTS_Reading,,
flute,,reading_society,6,noun,,,65,IELTS_Reading,,
flux,,reading_society,6,noun,,,65,IELTS_Reading,,
fly,,reading_society,6,noun,,,65,IELTS_Reading,,
foe,,reading_society,6,noun,,,65,IELTS_Reading,,
fog,,reading_society,6,noun,,,65,IELTS_Reading,,
fold,,reading_society,6,noun,,,65,IELTS_Reading,,
folk,,reading_society,6,noun,,,65,IELTS_Reading,,
follow,,reading_society,6,noun,,,65,IELTS_Reading,,
fond,,reading_society,6,noun,,,65,IELTS_Reading,,
food,,reading_society,6,noun,,,65,IELTS_Reading,,
fool,,reading_society,6,noun,,,65,IELTS_Reading,,
foot,,reading_society,6,noun,,,65,IELTS_Reading,,
forbid,,reading_society,6,noun,,,65,IELTS_Reading,,
force,,reading_society,6,noun,,,65,IELTS_Reading,,
forecast,,reading_society,6,noun,,,65,IELTS_Reading,,
forehead,,reading_society,6,noun,,,65,IELTS_Reading,,
foreign,,reading_society,6,noun,,,65,IELTS_Reading,,
foremost,,reading_society,6,noun,,,65,IELTS_Reading,,
foresee,,reading_society,6,noun,,,65,IELTS_Reading,,
forever,,reading_society,6,noun,,,65,IELTS_Reading,,
forfeit,,reading_society,6,noun,,,65,IELTS_Reading,,
forge,,reading_society,6,noun,,,65,IELTS_Reading,,
form,,reading_society,6,noun,,,65,IELTS_Reading,,
formal,,reading_society,6,noun,,,65,IELTS_Reading,,
formation,,reading_society,6,noun,,,65,IELTS_Reading,,
former,,reading_society,6,noun,,,65,IELTS_Reading,,
formidable,,reading_society,6,noun,,,65,IELTS_Reading,,
forsake,,reading_society,6,noun,,,65,IELTS_Reading,,
fort,,reading_society,6,noun,,,65,IELTS_Reading,,
forth,,reading_society,6,noun,,,65,IELTS_Reading,,
fortunate,,reading_society,6,noun,,,65,IELTS_Reading,,
fortune,,reading_society,6,noun,,,65,IELTS_Reading,,
forum,,reading_society,6,noun,,,65,IELTS_Reading,,
forward,,reading_society,6,noun,,,65,IELTS_Reading,,
foster,,reading_society,6,noun,,,65,IELTS_Reading,,
foul,,reading_society,6,noun,,,65,IELTS_Reading,,
foundation,,reading_society,6,noun,,,65,IELTS_Reading,,
fountain,,reading_society,6,noun,,,65,IELTS_Reading,,
four,,reading_society,6,noun,,,65,IELTS_Reading,,
fox,,reading_society,6,noun,,,65,IELTS_Reading,,
fraction,,reading_society,6,noun,,,65,IELTS_Reading,,
fracture,,reading_society,6,noun,,,65,IELTS_Reading,,
fragile,,reading_society,6,noun,,,65,IELTS_Reading,,
fragment,,reading_society,6,noun,,,65,IELTS_Reading,,
fragrant,,reading_society,6,noun,,,65,IELTS_Reading,,
frail,,reading_society,6,noun,,,65,IELTS_Reading,,
frame,,reading_society,6,noun,,,65,IELTS_Reading,,
frank,,reading_society,6,noun,,,65,IELTS_Reading,,
free,,reading_society,6,noun,,,65,IELTS_Reading,,
freedom,,reading_society,6,noun,,,65,IELTS_Reading,,
freeway,,reading_society,6,noun,,,65,IELTS_Reading,,
freeze,,reading_society,6,noun,,,65,IELTS_Reading,,
freight,,reading_society,6,noun,,,65,IELTS_Reading,,
frequent,,reading_society,6,noun,,,65,IELTS_Reading,,
fresh,,reading_society,6,noun,,,65,IELTS_Reading,,
friend,,reading_society,6,noun,,,65,IELTS_Reading,,
fright,,reading_society,6,noun,,,65,IELTS_Reading,,
frighten,,reading_society,6,noun,,,65,IELTS_Reading,,
fringe,,reading_society,6,noun,,,65,IELTS_Reading,,
frog,,reading_society,6,noun,,,65,IELTS_Reading,,
from,,reading_society,6,noun,,,65,IELTS_Reading,,
front,,reading_society,6,noun,,,65,IELTS_Reading,,
frontier,,reading_society,6,noun,,,65,IELTS_Reading,,
frost,,reading_society,6,noun,,,65,IELTS_Reading,,
frown,,reading_society,6,noun,,,65,IELTS_Reading,,
fruit,,reading_society,6,noun,,,65,IELTS_Reading,,
frustrate,,reading_society,6,noun,,,65,IELTS_Reading,,
fulfill,,reading_society,6,noun,,,65,IELTS_Reading,,
full,,reading_society,6,noun,,,65,IELTS_Reading,,
fume,,reading_society,6,noun,,,65,IELTS_Reading,,
fun,,reading_society,6,noun,,,65,IELTS_Reading,,
funeral,,reading_society,6,noun,,,65,IELTS_Reading,,
funny,,reading_society,6,noun,,,65,IELTS_Reading,,
fur,,reading_society,6,noun,,,65,IELTS_Reading,,
furious,,reading_society,6,noun,,,65,IELTS_Reading,,
furnace,,reading_society,6,noun,,,65,IELTS_Reading,,
furnish,,reading_society,6,noun,,,65,IELTS_Reading,,
further,,reading_society,6,noun,,,65,IELTS_Reading,,
fury,,reading_society,6,noun,,,65,IELTS_Reading,,
fuse,,reading_society,6,noun,,,65,IELTS_Reading,,
fuss,,reading_society,6,noun,,,65,IELTS_Reading,,
future,,reading_society,6,noun,,,65,IELTS_Reading,,
gadget,,reading_society,6,noun,,,65,IELTS_Reading,,
gain,,reading_society,6,noun,,,65,IELTS_Reading,,
gallery,,reading_society,6,noun,,,65,IELTS_Reading,,
gallon,,reading_society,6,noun,,,65,IELTS_Reading,,
gamble,,reading_society,6,noun,,,65,IELTS_Reading,,
game,,reading_society,6,noun,,,65,IELTS_Reading,,
gang,,reading_society,6,noun,,,65,IELTS_Reading,,
gaol,,reading_society,6,noun,,,65,IELTS_Reading,,
gap,,reading_society,6,noun,,,65,IELTS_Reading,,
garment,,reading_society,6,noun,,,65,IELTS_Reading,,
gasp,,reading_society,6,noun,,,65,IELTS_Reading,,
gather,,reading_society,6,noun,,,65,IELTS_Reading,,
gauge,,reading_society,6,noun,,,65,IELTS_Reading,,
gay,,reading_society,6,noun,,,65,IELTS_Reading,,
gaze,,reading_society,6,noun,,,65,IELTS_Reading,,
gear,,reading_society,6,noun,,,65,IELTS_Reading,,
gender,,reading_society,6,noun,,,65,IELTS_Reading,,
general,,reading_society,6,noun,,,65,IELTS_Reading,,
generous,,reading_society,6,noun,,,65,IELTS_Reading,,
genius,,reading_society,6,noun,,,65,IELTS_Reading,,
genre,,reading_society,6,noun,,,65,IELTS_Reading,,
gentle,,reading_society,6,noun,,,65,IELTS_Reading,,
genuine,,reading_society,6,noun,,,65,IELTS_Reading,,
geography,,reading_society,6,noun,,,65,IELTS_Reading,,
gesture,,reading_society,6,noun,,,65,IELTS_Reading,,
get,,reading_society,6,noun,,,65,IELTS_Reading,,
ghost,,reading_society,6,noun,,,65,IELTS_Reading,,
giant,,reading_society,6,noun,,,65,IELTS_Reading,,
gift,,reading_society,6,noun,,,65,IELTS_Reading,,
giggle,,reading_society,6,noun,,,65,IELTS_Reading,,
girl,,reading_society,6,noun,,,65,IELTS_Reading,,
give,,reading_society,6,noun,,,65,IELTS_Reading,,
glad,,reading_society,6,noun,,,65,IELTS_Reading,,
glance,,reading_society,6,noun,,,65,IELTS_Reading,,
glare,,reading_society,6,noun,,,65,IELTS_Reading,,
glass,,reading_society,6,noun,,,65,IELTS_Reading,,
glide,,reading_society,6,noun,,,65,IELTS_Reading,,
glimpse,,reading_society,6,noun,,,65,IELTS_Reading,,
global,,reading_society,6,noun,,,65,IELTS_Reading,,
gloom,,reading_society,6,noun,,,65,IELTS_Reading,,
glory,,reading_society,6,noun,,,65,IELTS_Reading,,
glove,,reading_society,6,noun,,,65,IELTS_Reading,,
glow,,reading_society,6,noun,,,65,IELTS_Reading,,
glue,,reading_society,6,noun,,,65,IELTS_Reading,,
goat,,reading_society,6,noun,,,65,IELTS_Reading,,
gold,,reading_society,6,noun,,,65,IELTS_Reading,,
good,,reading_society,6,noun,,,65,IELTS_Reading,,
goodbye,,reading_society,6,noun,,,65,IELTS_Reading,,
goods,,reading_society,6,noun,,,65,IELTS_Reading,,
gossip,,reading_society,6,noun,,,65,IELTS_Reading,,
